# key	pt-PT	en	es	fr	de	zh-Hans	ar	ja
literal.projectile_speed	Velocidade do projétil (unidades/s)	Projectile speed (units/s)	Velocidad del proyectil (unidades/s)	Vitesse du projectile (unités/s)	Geschossgeschwindigkeit (Einheiten/s)	投射物速度（单位/秒）	سرعة المقذوف (وحدة/ث)	弾の速度（単位/秒）
literal.damage	Dano por impacto	Damage per hit	Daño por impacto	Dégâts par coup	Schaden pro Treffer	每次命中伤害	الضرر لكل إصابة	命中時のダメージ
literal.projectile_life	Duração do projétil (segundos)	Projectile lifetime (seconds)	Duración del proyectil (segundos)	Durée du projectile (secondes)	Geschosslebensdauer (Sekunden)	投射物持续时间（秒）	مدة المقذوف (ثوانٍ)	弾の持続時間（秒）
literal.stamina	Resistência	Stamina	Resistencia	Endurance	Ausdauer	耐力	قدرة التحمل	スタミナ
literal.range	Alcance (unidades)	Range (units)	Alcance (unidades)	Portée (unités)	Reichweite (Einheiten)	射程（单位）	المدى (وحدات)	射程（単位）
literal.player_weapon_title	Arma do jogador	Player weapon	Arma del jugador	Arme du joueur	Spielerwaffe	玩家武器	سلاح اللاعب	プレイヤーの武器
literal.target_config	Configurar alvo / torreta	Configure target / turret	Configurar objetivo / torreta	Configurer cible / tourelle	Ziel / Geschütz einstellen	设置目标 / 炮塔	ضبط الهدف / برج المدفع	標的 / 砲台を設定
prefix.saved	Guardado: 	Saved: 	Guardado: 	Enregistré : 	Gespeichert: 	已保存：	حُفظ: 	保存しました：
prefix.exists	Já existe: 	Already exists: 	Ya existe: 	Existe déjà : 	Bereits vorhanden: 	已存在：	موجود مسبقًا: 	既に存在：
prefix.edit	Editar 	Edit 	Editar 	Modifier 	Bearbeiten 	编辑	تحرير 	編集：
literal.min_weight_action	Peso mínimo…	Minimum weight…	Peso mínimo…	Poids minimum…	Mindestgewicht…	最小重量…	الوزن الأدنى…	必要重量…
literal.current_action	Corrente…	Current…	Corriente…	Courant…	Strömung…	水流…	التيار…	水流…
literal.guardian_life_action	Vida do guardião…	Guardian health…	Vida del guardián…	Vie du gardien…	Wächterleben…	守卫生命值…	صحة الحارس…	守護者の体力…
literal.door_action	Destino / condições…	Destination / conditions…	Destino / condiciones…	Destination / conditions…	Ziel / Bedingungen…	目的地 / 条件…	الوجهة / الشروط…	行き先 / 条件…
literal.platform_action	Percurso / velocidade…	Path / speed…	Recorrido / velocidad…	Trajectoire / vitesse…	Pfad / Geschwindigkeit…	路径 / 速度…	المسار / السرعة…	経路 / 速度…
literal.switch_action	Configurar interruptor…	Configure switch…	Configurar interruptor…	Configurer l'interrupteur…	Schalter einstellen…	设置开关…	ضبط المفتاح…	スイッチを設定…
literal.target_action	Configurar alvo…	Configure target…	Configurar objetivo…	Configurer la cible…	Ziel einstellen…	设置目标…	ضبط الهدف…	標的を設定…
literal.turret_action	Configurar torreta…	Configure turret…	Configurar torreta…	Configurer la tourelle…	Geschütz einstellen…	设置炮塔…	ضبط برج المدفع…	砲台を設定…
literal.pickup_action	Configurar recolhível…	Configure pickup…	Configurar recogible…	Configurer l'objet…	Sammelobjekt einstellen…	设置拾取物…	ضبط العنصر…	アイテムを設定…
literal.exit_conditions	Condições da saída…	Exit conditions…	Condiciones de salida…	Conditions de sortie…	Ausgangsbedingungen…	出口条件…	شروط المخرج…	出口の条件…
literal.world_start_action	Definir início do mundo	Set world start	Definir inicio del mundo	Définir le départ du monde	Weltstart festlegen	设置世界起点	تحديد بداية العالم	ワールドの開始地点を設定
literal.nudge_hint	Setas: 1 unidade; Shift: 8	Arrows: 1 unit; Shift: 8	Flechas: 1 unidad; Shift: 8	Flèches : 1 unité ; Maj : 8	Pfeile: 1 Einheit; Umschalt: 8	方向键：1 单位；Shift：8	الأسهم: وحدة واحدة؛ Shift: 8	矢印：1 単位、Shift：8
literal.replaying	A repetir a rota nas regras reais do jogo…	Replaying the route under actual game rules…	Reproduciendo la ruta con las reglas reales del juego…	Parcours rejoué selon les vraies règles du jeu…	Weg mit echten Spielregeln wird wiedergegeben…	正在按真实游戏规则重放路线……	تُعاد تجربة المسار بقواعد اللعبة الفعلية…	実際のゲームルールで経路を再生中…
literal.unreachable	OBJETIVO INACESSÍVEL	UNREACHABLE OBJECTIVE	OBJETIVO INALCANZABLE	OBJECTIF INACCESSIBLE	UNERREICHBARES ZIEL	无法到达的目标	هدف غير قابل للوصول	到達不能の目標
literal.inconclusive	RESULTADO INCONCLUSIVO	INCONCLUSIVE RESULT	RESULTADO NO CONCLUYENTE	RÉSULTAT NON CONCLUANT	ERGEBNIS UNKLAR	结果不确定	نتيجة غير حاسمة	結果は未確定
literal.solved	SOLUÇÃO CONFIRMADA	SOLUTION CONFIRMED	SOLUCIÓN CONFIRMADA	SOLUTION CONFIRMÉE	LÖSUNG BESTÄTIGT	已确认解法	تأكّد الحل	解法を確認
literal.geometry_search	Geometria validada. A pesquisar a solução jogável…	Geometry validated. Searching for a playable solution…	Geometría validada. Buscando una solución jugable…	Géométrie validée. Recherche d'une solution jouable…	Geometrie geprüft. Spielbare Lösung wird gesucht…	几何结构已验证。正在搜索可通关路线……	فُحصت الهندسة. يجري البحث عن حل قابل للعب…	地形を検証しました。クリア可能な経路を探索中…
literal.geometry_manual	Geometria validada. Confirma o percurso com F5.	Geometry validated. Confirm the route with F5.	Geometría validada. Confirma el recorrido con F5.	Géométrie validée. Vérifie le parcours avec F5.	Geometrie geprüft. Weg mit F5 bestätigen.	几何结构已验证。按 F5 确认路线。	فُحصت الهندسة. تحقق من المسار باستخدام F5.	地形を検証しました。F5 で経路を確認してください。
literal.solution_rule	Uma solução exige todos os cristais e uma saída na mesma rota.	A solution requires every crystal and an exit on the same route.	Una solución requiere todos los cristales y una salida en la misma ruta.	Une solution exige tous les cristaux et une sortie sur le même parcours.	Eine Lösung erfordert alle Kristalle und einen Ausgang auf demselben Weg.	解法必须在同一条路线上收集所有水晶并到达出口。	يتطلب الحل جمع كل البلورات والوصول إلى المخرج في المسار نفسه.	解法は同じ経路ですべてのクリスタルを集め、出口に到達する必要があります。
literal.adventure_solver	Aventura: voo e bordas com repetição real; combate exige teste manual.	Adventure: flight and ledges are replayed; combat needs manual testing.	Aventura: se reproducen vuelo y bordes; el combate requiere prueba manual.	Aventure : vol et rebords sont rejoués ; le combat exige un test manuel.	Abenteuer: Flug und Kanten werden wiederholt; Kampf muss manuell getestet werden.	冒险：飞行和攀缘可重放验证；战斗需要手动测试。	المغامرة: يُعاد اختبار الطيران والحواف؛ يحتاج القتال إلى اختبار يدوي.	アドベンチャー：飛行と足場は再生検証できますが、戦闘は手動テストが必要です。
literal.advanced_solver	Perfil avançado: validação estrutural; solução automática ainda não disponível.	Advanced profile: structural validation only; automatic solving is not yet available.	Perfil avanzado: validación estructural; la solución automática aún no está disponible.	Profil avancé : validation structurelle ; solution automatique indisponible pour l'instant.	Erweitertes Profil: nur Strukturprüfung; automatische Lösung noch nicht verfügbar.	高级类型：仅进行结构验证；自动解法尚不可用。	النوع المتقدم: تحقق بنيوي فقط؛ الحل التلقائي غير متاح بعد.	高度な種類：構造のみ検証します。自動解法はまだ利用できません。
literal.preview_solution_help	F5 ou ESC: voltar ao editor  |  Rota confirmada com a física e os objetivos deste nível	F5 or Esc: back to editor  |  Route confirmed with this level's physics and objectives	F5 o Esc: volver al editor  |  Ruta confirmada con la física y objetivos del nivel	F5 ou Échap : retour à l'éditeur  |  Parcours confirmé avec la physique et les objectifs du niveau	F5 oder Esc: zurück zum Editor  |  Weg mit Physik und Zielen des Levels bestätigt	F5 或 Esc：返回编辑器  |  已按本关物理规则和目标确认路线	F5 أو Esc: العودة إلى المحرر  |  تأكّد المسار وفق فيزياء المستوى وأهدافه	F5 または Esc：エディターに戻る  |  このレベルの物理と目標で経路を確認済み
literal.preview_help	F5 ou ESC: voltar ao editor  |  F3: configurar comandos do teste	F5 or Esc: back to editor  |  F3: configure test controls	F5 o Esc: volver al editor  |  F3: configurar controles de prueba	F5 ou Échap : retour à l'éditeur  |  F3 : configurer les commandes	F5 oder Esc: zurück zum Editor  |  F3: Teststeuerung einstellen	F5 或 Esc：返回编辑器  |  F3：设置测试操作	F5 أو Esc: العودة إلى المحرر  |  F3: ضبط التحكم للاختبار	F5 または Esc：エディターに戻る  |  F3：テスト操作を設定
literal.level_name	Nome do nível	Level name	Nombre del nivel	Nom du niveau	Levelname	关卡名称	اسم المستوى	レベル名
prefix.test_title	TESTAR / 	TEST / 	PROBAR / 	TEST / 	TEST / 	测试 / 	اختبار / 	テスト / 
prefix.solution_title	SOLUÇÃO AUTOMÁTICA / 	AUTOMATIC SOLUTION / 	SOLUCIÓN AUTOMÁTICA / 	SOLUTION AUTOMATIQUE / 	AUTOMATISCHE LÖSUNG / 	自动解法 / 	الحل التلقائي / 	自動解法 / 
prefix.campaign_test	TESTAR CAMPANHA · 	TEST CAMPAIGN · 	PROBAR CAMPAÑA · 	TESTER CAMPAGNE · 	KAMPAGNE TESTEN · 	测试战役 · 	اختبار الحملة · 	キャンペーンをテスト · 
prefix.local_folder	Pasta / 	Folder / 	Carpeta / 	Dossier / 	Ordner / 	文件夹 / 	المجلد / 	フォルダー / 
suffix.tiles	 tiles	 tiles	 casillas	 tuiles	 Kacheln	 个图块	 بلاطة	 タイル
suffix.search_states	 estados. Escape cancela.	 states. Esc cancels.	 estados. Escape cancela.	 états. Échap annule.	 Zustände. Esc bricht ab.	 个状态。按 Esc 取消。	 حالة. Esc للإلغاء.	 状態。Esc で中止。
prefix.searching	A procurar uma rota completa... 	Searching for a complete route... 	Buscando una ruta completa... 	Recherche d'un parcours complet... 	Vollständiger Weg wird gesucht... 	正在搜索完整路线……	يجري البحث عن مسار كامل... 	完全な経路を探索中……
literal.issue_crate_overlap	caixa sobreposta a um corpo ou sólido.	crate overlaps a body or solid tile.	caja solapada con un cuerpo o sólido.	caisse chevauche un corps ou un solide.	Kiste überlappt Körper oder feste Kachel.	箱子与角色或实体重叠。	الصندوق يتداخل مع جسم أو حاجز صلب.	箱が本体か固い地形と重なっています。
literal.issue_crate_support	caixa sem apoio inicial; testa a queda.	crate has no initial support; test the fall.	caja sin apoyo inicial; prueba la caída.	caisse sans appui initial ; teste la chute.	Kiste ohne anfängliche Stütze; Fall testen.	箱子初始没有支撑；请测试下落。	الصندوق دون دعم أولي؛ اختبر سقوطه.	箱の最初の足場がありません。落下をテストしてください。
literal.issue_plate_floor	coloca a base da placa ao nível do chão.	place the plate base at floor level.	coloca la base de la placa a nivel del suelo.	place la base de la plaque au niveau du sol.	Plattenbasis auf Bodenniveau setzen.	请将压板底部置于地面高度。	ضع قاعدة اللوح بمستوى الأرض.	プレートの底を床の高さに置いてください。
literal.issue_plate_weight	não há peso suficiente no mapa.	not enough weight on the map.	no hay suficiente peso en el mapa.	il n'y a pas assez de poids sur la carte.	nicht genug Gewicht auf der Karte.	地图上的重量不足。	لا يوجد وزن كافٍ في الخريطة.	マップ内の重量が足りません。
literal.issue_dynamic	Este modo tem regras dinâmicas: F8 é inconclusivo; testa o percurso com F5.	This mode has dynamic rules: F8 is inconclusive; test the route with F5.	Este modo tiene reglas dinámicas: F8 no es concluyente; prueba la ruta con F5.	Ce mode a des règles dynamiques : F8 ne conclut pas ; teste le parcours avec F5.	Dieser Modus hat dynamische Regeln: F8 liefert kein sicheres Ergebnis; Weg mit F5 testen.	此模式有动态规则：F8 的结果不确定；请按 F5 测试路线。	لهذا النمط قواعد ديناميكية: نتيجة F8 غير حاسمة؛ اختبر المسار باستخدام F5.	このモードには動的なルールがあります。F8 では確定できないため、F5 で経路をテストしてください。
literal.issue_precision	Perfil de precisão: geometria verificada; confirma saltos, dash, paredes e escadas com F5. A solução automática só está disponível no perfil clássico.	Precision profile: geometry checked; verify jumps, dashes, walls and ladders with F5. Automatic solving is only available for Classic.	Perfil de precisión: geometría verificada; comprueba saltos, impulsos, paredes y escaleras con F5. La solución automática solo está disponible en Clásico.	Profil Précision : géométrie vérifiée ; confirme sauts, ruées, murs et échelles avec F5. La solution automatique n'existe que pour Classique.	Präzisionsprofil: Geometrie geprüft; Sprünge, Dash, Wände und Leitern mit F5 testen. Automatische Lösung nur für Klassisch.	精准类型：地形已验证；请按 F5 检查跳跃、冲刺、墙壁和梯子。自动解法仅支持经典类型。	نوع الدقة: فُحصت الهندسة؛ تحقق من القفز والاندفاع والجدران والسلالم باستخدام F5. الحل التلقائي للكلاسيكي فقط.	精密タイプ：地形を検証しました。ジャンプ、ダッシュ、壁、はしごは F5 で確認してください。自動解法はクラシックのみ対応します。
literal.issue_adventure	Aventura: F8 procura uma rota de voo, plataformas ou bordas. O combate continua a exigir teste manual; uma pesquisa inconclusiva não prova impossibilidade.	Adventure: F8 searches flight, platform and ledge routes. Combat still needs manual testing; an inconclusive search does not prove impossibility.	Aventura: F8 busca rutas de vuelo, plataformas y bordes. El combate requiere prueba manual; una búsqueda no concluyente no demuestra imposibilidad.	Aventure : F8 cherche un parcours de vol, plateformes ou rebords. Le combat exige un test manuel ; une recherche non concluante ne prouve pas l'impossibilité.	Abenteuer: F8 sucht Flug-, Plattform- und Kantenwege. Kampf erfordert manuelle Tests; eine unklare Suche beweist keine Unmöglichkeit.	冒险：F8 搜索飞行、平台或攀缘路线。战斗仍需手动测试；搜索不确定不能证明关卡无解。	المغامرة: يبحث F8 عن مسار طيران ومنصات وحواف. القتال يحتاج اختبارًا يدويًا؛ النتيجة غير الحاسمة لا تثبت الاستحالة.	アドベンチャー：F8 は飛行・足場・縁の経路を探します。戦闘は手動テストが必要で、未確定の探索は不可能の証明にはなりません。
literal.issue_combat	Perfil Combate: confirma com F5 os saltos, a recolha dos cristais, o alcance dos tiros e a destruição dos alvos. Não existe pesquisa automática de solução para combate.	Combat profile: use F5 to verify jumps, crystal collection, shot range and target destruction. There is no automatic combat solver.	Perfil Combate: comprueba con F5 los saltos, la recogida de cristales, el alcance de los disparos y la destrucción de objetivos. No hay solución automática para combate.	Profil Combat : vérifie avec F5 les sauts, cristaux, portée des tirs et destruction des cibles. Pas de solution automatique pour le combat.	Kampfprofil: Sprünge, Kristalle, Schussreichweite und Zielzerstörung mit F5 prüfen. Kein automatischer Kampflöser.	战斗类型：按 F5 检查跳跃、水晶收集、射程和目标摧毁。战斗暂无自动解法。	نوع القتال: استخدم F5 للتحقق من القفز وجمع البلورات ومدى الطلقات وتدمير الأهداف. لا يوجد حل تلقائي للقتال.	戦闘タイプ：F5 でジャンプ、クリスタル、射程、標的の破壊を確認してください。戦闘の自動解法はありません。
literal.issue_world_exit	O mundo precisa de pelo menos uma saída final (goal).	The world needs at least one final exit (goal).	El mundo necesita al menos una salida final (goal).	Le monde a besoin d'au moins une sortie finale (goal).	Die Welt braucht mindestens einen endgültigen Ausgang (goal).	世界至少需要一个最终出口（goal）。	يحتاج العالم إلى مخرج نهائي واحد على الأقل (goal).	ワールドには最終出口（goal）が一つ以上必要です。
literal.issue_world_start	A sala/entrada inicial do mundo não existe.	The world's starting room/entry does not exist.	La sala/entrada inicial del mundo no existe.	La salle/entrée initiale du monde n'existe pas.	Startraum/Eingang der Welt existiert nicht.	世界的起始房间或入口不存在。	غرفة/مدخل بداية العالم غير موجود.	ワールドの開始部屋・入口が存在しません。
literal.issue_door_destination	destino de porta inexistente ou por ligar.	door destination is missing or not linked.	destino de puerta inexistente o sin enlazar.	destination de porte absente ou non reliée.	Türziel fehlt oder ist nicht verbunden.	门的目标不存在或未连接。	وجهة الباب غير موجودة أو غير موصولة.	扉の行き先が存在しないか、つながっていません。
literal.issue_circular	condições bloqueadas; dependência circular ou interruptor atrás de uma porta fechada.	conditions blocked; circular dependency or switch behind a closed door.	condiciones bloqueadas; dependencia circular o interruptor detrás de una puerta cerrada.	conditions bloquées ; dépendance circulaire ou interrupteur derrière une porte fermée.	Bedingungen blockiert; zyklische Abhängigkeit oder Schalter hinter geschlossener Tür.	条件受阻；存在循环依赖，或开关位于关闭的门后。	الشروط محجوبة؛ اعتماد دائري أو مفتاح خلف باب مغلق.	条件が満たせません。循環依存か、閉じた扉の向こうにスイッチがあります。
literal.issue_world_no_exit	Nenhuma saída final tem ligação desde a sala inicial.	No final exit is connected to the starting room.	Ninguna salida final está conectada con la sala inicial.	Aucune sortie finale n'est reliée à la salle initiale.	Kein endgültiger Ausgang ist mit dem Startraum verbunden.	没有最终出口连接到起始房间。	لا يوجد مخرج نهائي متصل بغرفة البداية.	開始部屋からつながる最終出口がありません。
literal.issue_world_switch	Todas as saídas finais dependem de interruptores que não podem ser ativados, mesmo ignorando a geometria.	All final exits depend on switches that cannot be activated, even ignoring geometry.	Todas las salidas finales dependen de interruptores imposibles de activar, incluso ignorando la geometría.	Toutes les sorties finales dépendent d'interrupteurs impossibles à activer, même sans tenir compte de la géométrie.	Alle endgültigen Ausgänge hängen von Schaltern ab, die selbst ohne Geometrie nicht aktiviert werden können.	所有最终出口都依赖无法激活的开关，即使忽略地形也是如此。	تعتمد كل المخارج النهائية على مفاتيح لا يمكن تفعيلها حتى مع تجاهل الهندسة.	すべての最終出口が、地形を無視しても起動できないスイッチに依存しています。
literal.issue_world_limits	Verificados geometria e destinos. As ligações não provam um percurso jogável: testa portas, saltos e plataformas com F5.	Geometry and destinations checked. Connections do not prove a playable route: test doors, jumps and platforms with F5.	Geometría y destinos verificados. Las conexiones no demuestran una ruta jugable: prueba puertas, saltos y plataformas con F5.	Géométrie et destinations vérifiées. Les liens ne prouvent pas un parcours jouable : teste portes, sauts et plateformes avec F5.	Geometrie und Ziele geprüft. Verbindungen beweisen keinen spielbaren Weg: Türen, Sprünge und Plattformen mit F5 testen.	已检查地形和目标。连接关系不能证明路线可通关：请按 F5 测试门、跳跃和平台。	فُحصت الهندسة والوجهات. لا تثبت الوصلات وجود مسار قابل للعب: اختبر الأبواب والقفز والمنصات باستخدام F5.	地形と行き先を検証しました。接続だけでは通行可能と証明できません。F5 で扉、ジャンプ、足場をテストしてください。
literal.issue_room_disconnected	sem ligação desde o início.	not connected from the start.	sin conexión desde el inicio.	non reliée au départ.	nicht vom Start aus verbunden.	未从起点连接。	غير متصل بالبداية.	開始地点からつながっていません。
literal.issue_room_crystals	sem ligação desde o início; contém cristais obrigatórios.	not connected from the start; contains required crystals.	sin conexión desde el inicio; contiene cristales obligatorios.	non reliée au départ ; contient des cristaux obligatoires.	nicht vom Start aus verbunden; enthält erforderliche Kristalle.	未从起点连接；内含必需的水晶。	غير متصل بالبداية؛ يحتوي بلورات مطلوبة.	開始地点からつながっていません。必須のクリスタルがあります。
literal.route_replay_failed	A rota candidata não passou na repetição exata. Resultado inconclusivo.	The candidate route failed exact replay. Result inconclusive.	La ruta candidata falló en la reproducción exacta. Resultado no concluyente.	Le parcours proposé a échoué lors de la reproduction exacte. Résultat non concluant.	Der vorgeschlagene Weg scheiterte bei genauer Wiederholung. Ergebnis unklar.	候选路线未通过精确重放。结果不确定。	فشل المسار المرشح في الإعادة الدقيقة. النتيجة غير حاسمة.	候補経路は正確な再生に失敗しました。結果は未確定です。
literal.route_too_far	fora do alcance máximo de salto/deslocação, mesmo ignorando obstáculos.	beyond maximum jump/movement reach, even ignoring obstacles.	fuera del alcance máximo de salto/desplazamiento, incluso ignorando obstáculos.	hors de portée maximale du saut/déplacement, même sans obstacles.	außerhalb der maximalen Sprung-/Bewegungsreichweite, selbst ohne Hindernisse.	即使忽略障碍，也超出最大跳跃或移动距离。	خارج أقصى مدى للقفز/الحركة حتى مع تجاهل العوائق.	障害物を無視しても、最大ジャンプ・移動距離の外です。
literal.route_limit	Não foi possível confirmar uma solução dentro dos limites de pesquisa. Isto não prova que o nível é impossível.	No solution could be confirmed within the search limits. This does not prove the level is impossible.	No se pudo confirmar una solución dentro de los límites de búsqueda. Esto no demuestra que el nivel sea imposible.	Aucune solution confirmée dans les limites de recherche. Cela ne prouve pas que le niveau soit impossible.	Innerhalb der Suchgrenzen konnte keine Lösung bestätigt werden. Das beweist nicht, dass das Level unmöglich ist.	在搜索限制内未确认解法。这不能证明关卡无解。	لم يُؤكد حل ضمن حدود البحث. هذا لا يثبت استحالة المستوى.	探索範囲内では解法を確認できませんでした。クリア不可能と証明されたわけではありません。
literal.route_unreached	não alcançado nas rotas exploradas.	not reached on explored routes.	no alcanzado en las rutas exploradas.	non atteint par les parcours explorés.	auf den untersuchten Wegen nicht erreicht.	已探索路线均未到达。	لم يُوصل إليه عبر المسارات المستكشفة.	探索した経路では到達できませんでした。
literal.route_exit_unconfirmed	A saída com todos os cristais ainda não foi confirmada numa única rota.	The exit with all crystals has not yet been confirmed on one route.	La salida con todos los cristales aún no se confirmó en una sola ruta.	La sortie avec tous les cristaux n'est pas encore confirmée sur un seul parcours.	Ein Weg mit allen Kristallen bis zum Ausgang wurde noch nicht bestätigt.	尚未确认能在同一路线上收集所有水晶并到达出口。	لم يُؤكد بعد مسار واحد يجمع كل البلورات ويصل إلى المخرج.	すべてのクリスタルを集めて出口に至る一つの経路は、まだ確認できていません。
literal.adventure_no_replay	Rota candidata encontrada, mas o anfitrião não fornece repetição nas regras reais.	Candidate route found, but the host cannot replay it under actual game rules.	Se encontró una ruta candidata, pero el anfitrión no puede reproducirla con las reglas reales.	Parcours candidat trouvé, mais l'hôte ne peut pas le rejouer selon les règles réelles.	Weg gefunden, aber der Host kann ihn nicht mit echten Spielregeln wiederholen.	找到候选路线，但运行环境无法按真实游戏规则重放。	عُثر على مسار مرشح، لكن المضيف لا يوفر إعادة وفق قواعد اللعبة الفعلية.	候補経路は見つかりましたが、ゲームの実際のルールでは再生できません。
literal.adventure_manual	Combate, caixas, água, fuga e capacidades adquiridas exigem teste manual (F5). A pesquisa cobre voo, plataformas e bordas sem adversários.	Combat, crates, water, escape and acquired abilities need manual testing (F5). Search covers flight, platforms and ledges without enemies.	Combate, cajas, agua, huida y habilidades adquiridas requieren prueba manual (F5). La búsqueda cubre vuelo, plataformas y bordes sin enemigos.	Combat, caisses, eau, fuite et capacités acquises exigent un test manuel (F5). La recherche couvre vol, plateformes et rebords sans ennemis.	Kampf, Kisten, Wasser, Flucht und erworbene Fähigkeiten müssen manuell getestet werden (F5). Die Suche deckt Flug, Plattformen und Kanten ohne Gegner ab.	战斗、箱子、水、逃脱及获得的能力需要手动测试（F5）。搜索仅覆盖无敌人的飞行、平台和攀缘。	القتال والصناديق والماء والهروب والقدرات المكتسبة تتطلب اختبارًا يدويًا (F5). يغطي البحث الطيران والمنصات والحواف دون أعداء.	戦闘、箱、水、脱出、取得した能力は手動テスト（F5）が必要です。探索は敵のいない飛行・足場・縁のみ対象です。
literal.region_closed	região fechada por sólidos, mesmo ignorando tamanho do corpo e limites do movimento.	region enclosed by solids, even ignoring body size and movement limits.	región cerrada por sólidos, incluso ignorando el tamaño del cuerpo y los límites de movimiento.	région fermée par des solides, même sans tenir compte du corps et du mouvement.	Bereich durch feste Kacheln abgeschlossen, selbst ohne Körpergröße und Bewegungsgrenzen.	区域被实体封闭，即使忽略角色尺寸和移动限制也是如此。	المنطقة مغلقة بعوائق صلبة حتى مع تجاهل حجم الجسم وحدود الحركة.	本体の大きさや移動制限を無視しても、固い地形で閉じ込められた領域です。
literal.ledge_too_far	acima/fora do alcance mesmo num modelo mais permissivo de salto e bordas.	above/out of reach even with more permissive jump and ledge rules.	por encima o fuera del alcance incluso con reglas más permisivas de salto y bordes.	au-dessus/hors d'atteinte même avec des règles de saut et de rebords plus généreuses.	Selbst mit großzügigeren Sprung- und Kantenregeln zu hoch/zu weit entfernt.	即使使用更宽松的跳跃和攀缘规则也无法到达。	أعلى/أبعد من المدى حتى مع قواعد قفز وحواف أكثر تساهلًا.	より緩いジャンプ・縁のルールでも高すぎるか遠すぎます。
literal.search_limit	Limite de pesquisa atingido. Não encontrar uma rota não prova impossibilidade.	Search limit reached. No route found does not prove impossibility.	Límite de búsqueda alcanzado. No encontrar una ruta no demuestra imposibilidad.	Limite de recherche atteinte. Ne pas trouver de parcours ne prouve pas l'impossibilité.	Suchgrenze erreicht. Kein gefundener Weg beweist keine Unmöglichkeit.	达到搜索上限。未找到路线不代表无法通关。	بلغ البحث حدّه. عدم العثور على مسار لا يثبت الاستحالة.	探索上限に達しました。経路が見つからなくてもクリア不可能とは限りません。
literal.replay_not_won	A rota candidata não venceu na repetição real. Testa manualmente; não é uma prova de impossibilidade.	Candidate route did not win on actual replay. Test manually; this does not prove impossibility.	La ruta candidata no ganó en la reproducción real. Prueba manualmente; esto no demuestra imposibilidad.	Le parcours candidat n'a pas gagné lors de la reproduction réelle. Teste manuellement ; ce n'est pas une preuve d'impossibilité.	Weg gewann bei echter Wiederholung nicht. Manuell testen; das beweist keine Unmöglichkeit.	候选路线在真实重放中未通关。请手动测试；这不能证明无解。	لم ينجح المسار المرشح في الإعادة الفعلية. اختبر يدويًا؛ هذا لا يثبت الاستحالة.	候補経路は実際の再生でクリアできませんでした。手動で確認してください。クリア不可能とは限りません。
literal.replay_death	A repetição real detetou uma morte; a rota não foi certificada.	Actual replay detected a death; the route was not certified.	La reproducción real detectó una muerte; la ruta no se certificó.	La reproduction réelle a détecté une mort ; le parcours n'a pas été certifié.	Echte Wiederholung erkannte einen Tod; der Weg wurde nicht bestätigt.	真实重放检测到死亡；路线未获确认。	كشف الاختبار الفعلي وفاة؛ لم يُعتمد المسار.	実際の再生で死亡を検出したため、経路は確認できませんでした。
literal.search_review	Pesquisa limitada sem rota confirmada. Revê os acessos e testa com F5.	Limited search found no confirmed route. Review access and test with F5.	La búsqueda limitada no confirmó una ruta. Revisa los accesos y prueba con F5.	La recherche limitée n'a confirmé aucun parcours. Vérifie les accès et teste avec F5.	Begrenzte Suche fand keinen bestätigten Weg. Zugänge prüfen und mit F5 testen.	有限搜索未确认路线。请检查通路并按 F5 测试。	لم يؤكد البحث المحدود مسارًا. راجع الوصول واختبر باستخدام F5.	探索範囲内で経路を確認できませんでした。通路を確認し、F5 でテストしてください。
validation.classic_solved	Solução confirmada: {crystals} cristais e saída na mesma rota, {seconds}s, sem mortes.	Solution confirmed: {crystals} crystals and exit on one route, {seconds}s, no deaths.	Solución confirmada: {crystals} cristales y salida en una ruta, {seconds}s, sin muertes.	Solution confirmée : {crystals} cristaux et sortie sur un parcours, {seconds}s, sans mort.	Lösung bestätigt: {crystals} Kristalle und Ausgang auf einem Weg, {seconds}s, ohne Tode.	已确认解法：在同一路线上收集 {crystals} 个水晶并到达出口，耗时 {seconds} 秒，无死亡。	تأكّد الحل: {crystals} بلورات والمخرج في مسار واحد، {seconds} ث، دون وفيات.	解法を確認：{crystals} 個のクリスタルと出口に同じ経路で到達、{seconds}秒、死亡なし。
validation.classic_reset	 Usa R {count} vez(es) para voltar ao ponto de reaparecimento.	 Use R {count} time(s) to return to the respawn point.	 Usa R {count} vez/veces para volver al punto de reaparición.	 Utilise R {count} fois pour revenir au point de réapparition.	 R {count} Mal zum Wiedereinstieg verwenden.	 按 R {count} 次返回重生点。	 استخدم R عدد {count} مرة للعودة إلى نقطة الظهور.	 R を {count} 回使って復活地点に戻ります。
